Alpha,SNP_A,SNP_B,SNP_C,SNP_D
0.508137,N4,N7,N18,N33
0.508137,N4,N26,M1T3,M2Q3
0.508137,N4,N10,N16,M1T2
0.508137,N3,N10,N13,M2Q4
0.508137,N2,N6,N7,M0P1
0.508137,N2,N19,N39,M0P2
0.508137,N1,N2,M0P1,M2Q1
0.508137,N0,N6,N7,M2Q4
0.508137,N0,N12,N18,M0P1
0.508136,N3,N27,M1T2,M2Q4
0.508136,N2,N12,N23,N40
0.508136,N0,N3,N28,N33
0.508136,N0,N30,N39,N40
0.508135,N4,N7,N31,M2Q4
0.508135,N4,N13,N31,N33
0.508135,N3,N24,N26,M1T3
0.508135,N2,N8,N12,N39
0.508135,N2,N17,N24,N35
0.508135,N0,N6,N32,M0P2
0.508135,N0,N3,N24,N29
0.508135,N0,N19,N33,M2Q3
0.508135,N0,N15,M1T1,M2Q2
0.508134,N4,N6,N7,N31
0.508134,N4,N31,M1T1,M2Q2
0.508134,N3,N34,N38,M2Q1
0.508134,N2,N9,N40,M2Q1
0.508134,N2,N9,N27,N35
0.508134,N2,N9,N24,N27
0.508134,N2,N6,N16,M2Q4
0.508134,N2,N28,N33,M2Q4
0.508134,N2,N26,N36,N40
0.508134,N2,N19,N34,M0P2
0.508134,N2,N19,N24,M1T1
0.508134,N1,N18,N31,N33
0.508134,N0,N19,N29,M2Q2
0.508134,N0,N18,N33,N40
0.508133,N3,N8,N35,N37
0.508133,N3,N30,N33,N34
0.508133,N2,N7,N23,N31
0.508133,N2,N28,N30,M0P1
0.508133,N2,N13,N17,N24
0.508133,N1,N18,N22,N28
0.508133,N0,N9,N30,M1T3
0.508133,N0,N8,N29,N31
0.508133,N0,N7,N26,M0P1
0.508132,N5,N13,N22,N39
0.508132,N4,N7,N19,N34
0.508132,N3,N15,N36,M1T1
0.508132,N3,N13,N17,M1T2
0.508132,N2,N9,N11,M0P2
0.508132,N2,N33,M0P1,M1T2
0.508132,N2,N12,N16,N36
0.508132,N0,N13,N32,N34
0.508131,N5,N6,N29,N40
0.508131,N4,N29,N39,M1T3
0.508131,N3,N9,N13,N30
0.508131,N3,N18,N20,M2Q2
0.508131,N3,N12,N36,M2Q1
0.508131,N2,N9,N35,M1T1
0.508131,N2,N27,N32,M2Q2
0.508131,N2,N12,N40,M2Q2
0.508131,N1,N3,N9,N39
0.508131,N0,N9,N29,M2Q1
0.508131,N0,N3,N32,M0P1
0.508131,N0,N3,N27,M2Q2
0.508131,N0,N24,N37,M2Q1
0.508131,N0,N17,N35,M1T2
0.508131,N0,N11,N28,M2Q1
0.508130,N5,N18,N32,M1T3
0.508130,N4,N9,N15,M0P1
0.508130,N3,N7,N11,N18
0.508130,N3,N32,N34,N36
0.508130,N3,N29,N38,M1T1
0.508130,N3,N16,N23,M1T3
0.508130,N2,N16,N40,M2Q3
0.508130,N1,N26,M1T2,M1T3
0.508130,N1,N18,N19,N35
0.508130,N0,N8,N31,M0P2
0.508130,N0,N3,N35,M1T2
0.508130,N0,N16,N31,M2Q1
0.508129,N4,N22,N34,N35
0.508129,N3,N17,M0P2,M2Q1
0.508129,N3,N16,N29,M2Q4
0.508129,N3,N14,M0P1,M2Q1
0.508129,N2,N8,N11,M1T1
0.508129,N2,N26,N35,N37
0.508129,N0,N26,N27,N34
0.508129,N0,N16,N31,N35
0.508128,N5,N7,N26,M2Q1
0.508128,N5,N29,M1T2,M1T3
0.508128,N4,N32,N36,M2Q2
0.508128,N3,N21,N22,M2Q4
0.508128,N3,N15,N40,M2Q1
0.508128,N3,N10,N34,N36
0.508128,N3,N10,M0P2,M2Q3
0.508128,N2,N7,N28,M1T2
0.508128,N2,N37,M1T1,M1T2
0.508128,N0,N9,N37,M0P1
0.508128,N0,N9,N19,N26
0.508128,N0,N3,N35,N40
0.508128,N0,N23,N38,M2Q1
0.508128,N0,N22,N24,N29
0.508128,N0,N16,N26,N34
0.508127,N3,N4,M1T3,M2Q4
0.508127,N3,N19,M2Q2,M2Q4
0.508127,N3,N19,M1T1,M1T2
0.508127,N3,N15,N29,M0P2
0.508127,N0,N19,N22,N39
0.508127,N0,N15,N17,M2Q2
0.508127,N0,N12,N16,M1T2
0.508126,N3,N8,N10,N18
0.508126,N3,N26,N40,M1T2
0.508126,N3,N12,M1T3,M2Q2
0.508126,N3,N11,N18,M0P2
0.508126,N2,N8,N22,N33
0.508126,N2,N7,N11,N26
0.508126,N2,N6,N35,M0P2
0.508126,N2,N20,N30,N34
0.508126,N2,N14,N22,M1T3
0.508126,N0,N2,N13,N18
0.508126,N0,N2,N13,M2Q1
0.508126,N0,N24,N39,N40
0.508126,N0,N19,N22,N33
0.508126,N0,N12,N31,N38
0.508126,N0,N12,N26,M0P1
0.508125,N5,N31,N34,M2Q3
0.508125,N5,N29,N35,N37
0.508125,N4,N6,N7,N37
0.508125,N4,N33,N36,M1T1
0.508125,N4,N12,M0P1,M1T2
0.508125,N2,N3,N26,N36
0.508125,N1,N19,N35,N37
0.508125,N0,N9,N24,N34
0.508125,N0,N8,N28,N36
0.508125,N0,N6,N8,N19
0.508125,N0,N32,M1T1,M1T3
0.508125,N0,N2,N22,M1T1
0.508125,N0,N26,N28,N39
0.508125,N0,N19,N20,M2Q2
0.508124,N4,N7,N13,N24
0.508124,N4,N32,N35,N37
0.508124,N4,N11,N38,M0P1
0.508124,N3,N4,N34,M1T3
0.508124,N3,N4,N20,M2Q4
0.508124,N3,N38,N40,M0P1
0.508124,N3,N15,N30,M2Q1
0.508124,N3,N13,N38,M1T2
0.508124,N2,N3,N21,M1T2
0.508124,N1,N2,N11,N24
0.508123,N5,N10,N29,N37
0.508123,N4,N29,N31,M1T1
0.508123,N3,N9,N19,N33
0.508123,N3,N26,N28,N34
0.508123,N3,N19,N28,N39
0.508123,N3,N15,N26,N34
0.508123,N2,N7,N19,N31
0.508123,N2,N6,N30,M2Q4
0.508123,N0,N3,N20,N40
0.508123,N0,N18,N30,N37
0.508123,N0,N15,N28,N29
0.508122,N5,N18,M0P1,M1T3
0.508122,N4,N20,N29,M2Q2
0.508122,N4,N13,M0P2,M1T3
0.508122,N4,N12,N40,M2Q1
0.508122,N2,N35,N39,M2Q2
0.508122,N2,N20,N24,M2Q2
0.508122,N1,N22,M2Q2,M2Q3
0.508122,N0,N6,N22,N38
0.508122,N0,N18,N22,N25
0.508121,N5,N26,N30,N35
0.508121,N5,N12,N18,M2Q1
0.508121,N3,N30,N36,N38
0.508121,N3,N18,N40,M2Q4
0.508121,N3,N15,N31,M0P1
0.508121,N3,N12,N35,M1T3
0.508121,N3,N12,N15,M1T1
0.508121,N3,N11,N16,N18
0.508121,N2,N6,N19,M1T3
0.508121,N2,N15,N30,M0P2
0.508121,N1,N2,N37,M2Q1
0.508121,N0,N3,N9,M0P2
0.508120,N5,N9,N36,M1T2
0.508120,N5,N24,N36,M0P2
0.508120,N3,N6,N39,M2Q2
0.508120,N3,N22,N26,N38
0.508120,N2,N5,N24,N39
0.508120,N2,N3,N9,N10
0.508120,N2,N17,N24,N38
0.508120,N2,N15,N34,N36
0.508120,N2,N13,N22,N37
0.508120,N0,N2,N24,M0P2
0.508120,N0,N12,M2Q1,M2Q4
0.508119,N5,N29,N31,M2Q1
0.508119,N4,N28,N31,M2Q3
0.508119,N3,N6,N19,N29
0.508119,N3,N23,N38,M2Q2
0.508119,N3,N20,N22,N38
0.508119,N3,N13,M2Q2,M2Q3
0.508119,N2,N3,N6,N39
0.508119,N2,N11,N23,M1T2
0.508119,N0,N6,N9,N31
0.508119,N0,N6,N9,N24
0.508119,N0,N3,N28,M2Q1
0.508119,N0,N13,N30,N36
0.508118,N4,N34,N38,M2Q2
0.508118,N4,N12,N14,M0P1
0.508118,N3,N9,M2Q2,M2Q4
0.508118,N3,N7,N22,M0P1
0.508118,N3,N4,N12,M1T2
0.508118,N3,N16,N38,M2Q2
0.508118,N2,N8,N39,M1T2
0.508118,N2,N13,N29,N34
0.508118,N2,N10,N16,M1T3
0.508118,N0,N7,N35,M2Q2
0.508118,N0,N13,N39,M1T3
0.508118,N0,N12,N18,N24
0.508118,N0,N12,N16,N31
0.508117,N5,N19,N39,M1T3
0.508117,N3,N7,N13,N28
0.508117,N3,N20,N32,N39
0.508117,N3,N15,N16,M1T2
0.508117,N3,N10,N18,N37
0.508117,N2,N8,N27,M2Q1
0.508117,N2,N7,N26,M2Q2
0.508117,N2,N20,N33,N38
0.508117,N1,N34,N37,M2Q1
0.508117,N0,N7,N29,N34
0.508117,N0,N6,N40,M2Q4
0.508117,N0,N35,N38,M1T2
0.508117,N0,N33,N35,N37
0.508117,N0,N31,N34,N35
0.508116,N5,N7,N36,M0P2
0.508116,N4,N11,N12,N18
0.508116,N3,N18,N33,N37
0.508116,N2,N9,N37,M2Q2
0.508116,N2,N32,N38,M2Q2
0.508116,N2,N30,N34,M1T3
0.508116,N2,N18,N19,N24
0.508116,N2,N11,N13,M2Q1
0.508116,N1,N31,N37,M0P1
0.508116,N0,N9,N15,N31
0.508116,N0,N6,N7,M0P1
0.508116,N0,N19,N20,N38
0.508116,N0,N13,N30,M1T1
0.508115,N4,N18,N20,N36
0.508115,N3,N9,N35,N40
0.508115,N3,N26,N37,M2Q3
0.508115,N2,N8,M0P1,M1T3
0.508115,N2,N24,N27,N39
0.508115,N2,N16,N28,N36
0.508115,N2,N12,N19,N29
0.508115,N2,N11,N29,N38
0.508115,N1,N34,M2Q2,M2Q3
0.508115,N0,N9,N39,M0P2
0.508115,N0,N6,N20,N38
0.508115,N0,N28,N40,M0P1
0.508115,N0,N26,N34,N38
0.508115,N0,N16,N31,N36
0.508114,N5,N7,N29,N36
0.508114,N5,N36,N39,M1T3
0.508114,N4,N35,N36,N38
0.508114,N3,N4,M2Q3,M2Q4
0.508114,N3,N17,N20,M2Q4
0.508114,N3,N16,N28,M0P2
0.508114,N2,N3,N9,N39
0.508114,N2,N13,N20,M2Q4
0.508114,N0,N8,N13,M1T3
0.508114,N0,N7,N16,M2Q2
0.508114,N0,N28,N31,N40
0.508114,N0,N23,M2Q2,M2Q4
0.508114,N0,N16,N17,N39
0.508114,N0,N15,N34,N39
0.508113,N5,N26,N34,M2Q1
0.508113,N4,N15,N39,M1T3
0.508113,N3,N6,M2Q2,M2Q3
0.508113,N3,N29,N33,M2Q4
0.508113,N2,N15,N17,N36
0.508113,N2,N10,N26,N36
0.508113,N0,N6,N38,M2Q3
0.508113,N0,N10,N20,M2Q3
0.508112,N3,N6,N20,N28
0.508112,N3,N10,N33,N39
0.508112,N2,N16,N30,N36
0.508112,N2,N15,N27,N37
0.508112,N2,N13,N18,N31
0.508112,N1,N7,N31,N36
0.508112,N0,N40,M1T1,M2Q3
0.508112,N0,N2,N10,N11
0.508112,N0,N11,N19,N31
0.508112,N0,N10,N34,M2Q4
0.508111,N5,N20,N22,M0P1
0.508111,N4,N18,N26,M1T1
0.508111,N3,N35,N36,M0P2
0.508111,N3,N10,N31,N38
0.508111,N2,N29,N34,N38
0.508111,N2,N29,N30,N40
0.508111,N2,N24,N27,N37
0.508111,N1,N6,M1T3,M2Q3
0.508111,N1,N22,M2Q1,M2Q3
0.508111,N0,N24,M0P1,M2Q3
0.508110,N2,N9,N15,N18
0.508110,N2,N25,N29,M2Q2
0.508110,N2,N18,N36,N39
0.508110,N0,N7,N29,M0P2
0.508110,N0,N3,N35,M2Q4
0.508109,N3,N8,N30,M2Q3
0.508109,N3,N24,N37,N39
0.508109,N2,N39,M0P2,M2Q3
0.508109,N2,N30,N34,N37
0.508109,N2,N28,N29,N35
0.508109,N1,N22,N31,N37
0.508109,N0,N9,N29,N39
0.508109,N0,N6,N22,N40
0.508109,N0,N24,N28,M2Q1
0.508109,N0,N16,N30,N38
0.508109,N0,N15,N34,N36
0.508109,N0,N11,N15,N29
0.508108,N5,N28,M2Q1,M2Q3
0.508108,N5,N26,N27,M2Q1
0.508108,N5,N18,N21,M1T3
0.508108,N3,N12,N24,M1T3
0.508108,N2,N8,N28,M1T1
0.508108,N2,N23,N31,M1T2
0.508108,N2,N20,N27,N31
0.508108,N1,N13,M1T2,M2Q2
0.508108,N0,N8,N37,M0P2
0.508108,N0,N29,N40,M1T1
0.508108,N0,N22,N23,M1T3
0.508108,N0,N20,N40,M1T3
0.508108,N0,N19,N40,M0P1
0.508108,N0,N13,N17,N40
0.508107,N5,N29,M0P1,M2Q4
0.508107,N4,N7,N19,M1T2
0.508107,N4,N22,N34,M2Q4
0.508107,N4,N19,N36,M0P1
0.508107,N4,N15,M1T3,M2Q1
0.508107,N4,N12,N17,M1T1
0.508107,N3,N9,N16,N18
0.508107,N2,N30,N35,M2Q2
0.508107,N2,N20,N26,N33
0.508107,N2,N11,N26,M2Q4
0.508107,N1,N18,N38,M1T3
0.508107,N0,N9,M1T2,M2Q4
0.508107,N0,N3,N29,N32
0.508107,N0,N2,N17,N24
0.508107,N0,N20,N38,M2Q2
0.508107,N0,N12,N26,N34
0.508106,N4,N27,N36,M2Q2
0.508106,N3,N6,N7,N20
0.508106,N3,N23,N39,N40
0.508106,N3,N13,N26,M2Q1
0.508106,N3,N13,M0P2,M2Q2
0.508106,N3,N11,N12,N34
0.508106,N1,N2,N24,N36
0.508106,N0,N10,N33,N34
0.508105,N3,N9,N36,M0P1
0.508105,N3,N7,N38,M2Q2
0.508105,N3,N16,N30,M2Q2
0.508105,N2,N6,N9,M1T1
0.508105,N2,N20,N36,N38
0.508105,N0,N30,M2Q1,M2Q3
0.508105,N0,N2,N13,M2Q2
0.508105,N0,N27,N31,N34
0.508105,N0,N24,N32,M1T1
0.508105,N0,N17,M1T2,M2Q4
0.508105,N0,N11,N35,M1T2
0.508104,N5,N6,N20,M2Q1
0.508104,N4,N30,N35,M2Q2
0.508104,N3,N15,N29,N36
0.508104,N3,N12,N20,N40
0.508104,N2,N8,N36,N39
0.508104,N2,N6,N9,N19
0.508104,N2,N6,N32,M0P2
0.508104,N2,N4,N22,M0P2
0.508104,N2,N30,N39,M2Q3
0.508104,N2,N10,N13,N27
0.508104,N0,N9,N26,N37
0.508104,N0,N5,N30,M0P2
0.508104,N0,N3,N26,N33
0.508104,N0,N34,N36,M2Q4
0.508104,N0,N2,N26,M0P1
0.508104,N0,N28,N34,N38
0.508104,N0,N21,M1T3,M2Q3
0.508103,N3,N6,N29,N35
0.508103,N3,N6,N16,N39
0.508103,N3,N4,N32,N40
0.508103,N3,N4,N18,M0P2
0.508103,N3,N13,N37,M0P1
0.508103,N2,N11,N15,M2Q1
0.508103,N0,N20,N31,M1T2
0.508102,N5,N7,N30,M2Q3
0.508102,N4,N30,N34,N35
0.508102,N4,N22,N33,M1T1
0.508102,N3,N10,N31,N37
0.508102,N3,N10,N20,N26
0.508102,N2,N6,N31,N32
0.508102,N0,N3,N20,N32
0.508102,N0,N2,M0P2,M2Q2
0.508102,N0,N10,N32,N36
0.508101,N3,N40,M0P2,M2Q2
0.508101,N3,N30,M1T1,M2Q4
0.508101,N2,N15,N24,M2Q4
0.508101,N2,N12,N30,N36
0.508101,N1,N11,N31,M2Q3
0.508101,N0,N9,N13,M1T2
0.508101,N0,N8,N28,M2Q4
0.508101,N0,N2,N7,N40
0.508101,N0,N22,N25,M1T1
0.508101,N0,N16,N26,N39
0.508101,N0,N12,N27,N36
0.508101,N0,N11,N39,M0P2
0.508101,N0,N10,N14,M1T3
0.508100,N5,N33,N36,N37
0.508100,N5,M1T3,M2Q2,M2Q4
0.508100,N3,N6,N18,N33
0.508100,N3,N4,N10,N36
0.508100,N3,N16,N29,M2Q2
0.508100,N3,N15,N20,M1T2
0.508100,N2,N9,N35,N36
0.508100,N2,N8,N18,N24
0.508100,N2,N3,N7,N11
0.508100,N0,N8,N22,M0P1
0.508100,N0,N32,N36,M1T2
0.508100,N0,N14,N24,M1T1
0.508099,N4,N9,N12,N18
0.508099,N4,N11,N28,N31
0.508099,N3,N7,N28,M2Q2
0.508099,N3,N38,N39,M2Q3
0.508099,N3,N28,N35,N39
0.508099,N3,N28,N34,M2Q4
0.508099,N2,N8,N10,M1T1
0.508099,N2,N6,N28,N35
0.508099,N2,N33,N39,M2Q4
0.508099,N2,N16,N26,N31
0.508099,N2,N15,M0P2,M2Q2
0.508099,N0,N12,N17,N22
0.508098,N5,N34,N36,M2Q2
0.508098,N5,N16,N31,M2Q3
0.508098,N3,N22,N35,N39
0.508098,N3,N13,N28,M1T3
0.508098,N3,N12,M1T2,M2Q3
0.508098,N3,N11,N27,M2Q3
0.508098,N2,N6,N20,N30
0.508098,N2,N6,N13,N24
0.508098,N2,N16,N18,N34
0.508098,N2,N11,N27,N33
0.508098,N0,N4,N19,M1T3
0.508098,N0,N3,N9,M0P1
0.508098,N0,N3,N14,M1T2
0.508098,N0,N35,N38,M1T3
0.508098,N0,N31,N38,M2Q4
0.508098,N0,N2,N20,N38
0.508098,N0,N27,N40,M1T3
0.508097,N5,N26,M1T2,M2Q1
0.508097,N4,N34,M0P2,M2Q2
0.508097,N3,N20,N27,M2Q3
0.508097,N3,N16,N40,M2Q2
0.508097,N3,N13,N15,N29
0.508097,N3,N11,N35,M1T2
0.508097,N3,N11,N26,N28
0.508097,N2,N21,N33,M1T1
0.508097,N2,N11,N14,N20
0.508097,N1,N2,N11,M1T3
0.508097,N0,N32,N39,M1T1
0.508097,N0,N11,N30,M0P1
0.508096,N5,N26,M1T3,M2Q4
0.508096,N4,N15,M1T3,M2Q4
0.508096,N3,N28,N30,M0P2
0.508096,N3,N24,N35,M2Q2
0.508096,N3,N17,N28,M1T1
0.508096,N2,N8,N28,N36
0.508096,N2,N3,N9,M2Q1
0.508096,N2,N3,N29,N33
0.508096,N2,N18,N30,N31
0.508096,N2,N14,N34,M1T3
0.508096,N2,N12,N20,N32
0.508096,N0,N6,N10,N18
0.508096,N0,N34,N37,M1T2
0.508096,N0,N10,N18,N40
0.508095,N4,M0P1,M1T1,M1T3
0.508095,N3,N7,N9,M0P1
0.508095,N3,N7,N12,M1T2
0.508095,N3,N13,N19,N29
0.508095,N2,N20,N37,N40
0.508095,N2,N17,N28,N31
0.508095,N1,M1T2,M1T3,M2Q1
0.508095,N0,N3,N32,M1T1
0.508095,N0,N34,N40,M2Q3
0.508095,N0,N18,N26,N30
0.508094,N5,N6,N7,N36
0.508094,N4,N30,N35,M1T2
0.508094,N4,N29,M0P2,M1T1
0.508094,N3,N6,N36,M2Q2
0.508094,N3,N4,M0P1,M2Q1
0.508094,N3,N11,N30,N39
0.508094,N2,N3,N9,N24
0.508094,N0,N13,N14,N24
0.508093,N5,M0P1,M2Q3,M2Q4
0.508093,N4,N7,N31,N32
0.508093,N4,N26,N29,M2Q3
0.508093,N4,N19,N31,M2Q1
0.508093,N3,N9,N24,M2Q1
0.508093,N3,N7,N33,N39
0.508093,N3,N30,N34,M2Q3
0.508093,N2,N6,N8,M2Q3
0.508093,N2,N6,N31,M2Q2
0.508093,N2,N24,N38,N40
0.508093,N2,N21,N31,N36
0.508093,N0,N7,N12,M0P1
0.508093,N0,N3,N34,M0P2
0.508092,N5,N22,N34,M2Q1
0.508092,N4,N6,N11,N39
0.508092,N4,N31,M1T1,M2Q3
0.508092,N4,N20,N35,M1T1
0.508092,N4,N16,N31,N37
0.508092,N3,N25,N34,N39
0.508092,N2,N37,M2Q2,M2Q3
0.508092,N0,N11,M0P2,M2Q4
0.508091,N3,N27,N33,N37
0.508091,N3,N22,N28,N30
0.508091,N3,N16,N27,M2Q1
0.508091,N3,N12,N17,M1T1
0.508091,N2,N7,N11,N38
0.508091,N2,N3,N27,N37
0.508091,N2,N3,N10,M1T1
0.508091,N2,N27,N29,N37
0.508091,N2,N19,N26,M0P2
0.508091,N2,N16,N33,M0P1
0.508091,N0,N7,N28,M0P2
0.508091,N0,N6,N10,N28
0.508091,N0,N19,N24,M0P1
0.508091,N0,N18,N26,N40
0.508090,N5,N20,N36,M1T2
0.508090,N5,N11,N36,M1T3
0.508090,N4,N34,N36,M2Q1
0.508090,N3,N7,N38,M0P1
0.508090,N3,N11,N30,M2Q3
0.508090,N2,N9,N16,M0P1
0.508090,N2,N4,M1T3,M2Q1
0.508090,N2,N10,N18,N31
0.508090,N2,M0P2,M2Q1,M2Q3
0.508090,N0,N20,M0P2,M1T3
0.508090,N0,N19,N27,N37
0.508090,N0,N13,N17,M2Q3
0.508090,N0,N12,N20,N23
0.508089,N5,N37,M1T3,M2Q1
0.508089,N3,N6,N19,N20
0.508089,N2,N4,N6,N28
0.508089,N2,N32,N38,M0P1
0.508089,N2,N29,N37,N39
0.508089,N2,N20,N27,N37
0.508089,N1,N18,N24,N36
0.508089,N0,N6,N28,M1T2
0.508089,N0,N36,M0P2,M2Q4
0.508089,N0,N26,N29,N40
0.508089,N0,N18,N22,M0P2
0.508088,N5,N31,M2Q2,M2Q4
0.508088,N4,N18,N38,M2Q1
0.508088,N3,N8,N10,N39
0.508088,N3,N4,M1T1,M2Q1
0.508088,N3,N30,N38,M0P2
0.508088,N3,N19,N38,M2Q4
0.508088,N3,N13,N29,M0P1
0.508088,N2,N5,N12,N39
0.508088,N2,N17,M1T2,M2Q3
0.508088,N2,N14,N24,M1T1
0.508088,N2,N12,N25,N39
0.508088,N0,N9,N17,M0P1
0.508088,N0,N6,N30,N31
0.508088,N0,N14,M1T3,M2Q4
0.508088,N0,N12,N28,M1T3
0.508087,N4,N12,N14,M2Q1
0.508087,N3,N19,N30,N39
0.508087,N3,N15,N29,M2Q2
0.508087,N2,N5,N13,M1T2
0.508087,N2,N37,N38,M0P2
0.508087,N2,N22,N27,M1T2
0.508087,N0,N9,N18,N37
0.508087,N0,N8,N13,N19
0.508087,N0,N29,N36,N38
0.508087,N0,N11,M0P1,M1T2
0.508086,N5,N37,N40,M2Q4
0.508086,N4,N37,M1T2,M2Q1
0.508086,N2,N3,N26,N29
0.508086,N2,N24,N27,M2Q4
0.508086,N2,N20,N37,M2Q2
0.508086,N2,N10,N40,M1T3
0.508086,N2,N10,N20,N27
0.508086,N0,N26,N30,N36
0.508085,N3,N31,N35,N39
0.508085,N3,N30,N34,M2Q1
0.508085,N3,N22,N37,M2Q4
0.508085,N3,N19,N36,M0P1
0.508085,N3,N17,N32,N39
0.508085,N3,N15,N17,M1T3
0.508085,N3,N14,N18,M0P1
0.508085,N2,N18,N33,N38
0.508085,N2,N10,N39,M2Q4
0.508085,N0,N9,N33,M2Q4
0.508085,N0,N6,M0P2,M2Q3
0.508085,N0,N3,N7,M2Q1
0.508085,N0,N37,M1T1,M1T2
0.508085,N0,N28,M1T3,M2Q1
0.508085,N0,N11,N12,N18
0.508084,N4,N33,M1T1,M2Q4
0.508084,N3,N7,N13,M0P2
0.508084,N3,N19,N23,N37
0.508084,N3,N15,N30,N31
0.508084,N3,N11,N20,N26
0.508084,N2,N8,N12,M1T3
0.508084,N2,N5,N29,N31
0.508084,N2,N5,N24,N36
0.508084,N2,N12,N40,M2Q4
0.508084,N0,N8,N37,M2Q3
0.508084,N0,N5,N22,N30
0.508084,N0,N3,N30,N33
0.508084,N0,N14,N22,N36
0.508084,N0,N13,N28,N33
0.508084,N0,N12,N29,M0P1
0.508083,N5,N24,N26,M2Q1
0.508083,N4,N24,N31,M2Q3
0.508083,N4,N18,N27,M0P2
0.508083,N4,N10,N13,N19
0.508083,N3,N9,N26,N31
0.508083,N3,N7,N30,M0P1
0.508083,N3,N7,N18,M0P1
0.508083,N3,N7,N12,M2Q3
0.508083,N3,N19,N35,M2Q2
0.508083,N2,N3,N13,M2Q4
0.508083,N2,N27,N36,N37
0.508083,N2,N27,M2Q2,M2Q4
0.508083,N2,N23,N24,M1T3
0.508083,N0,N9,M0P2,M1T2
0.508082,N5,N9,N29,M1T3
0.508082,N5,N22,N28,M1T2
0.508082,N4,N26,N29,N35
0.508082,N4,N19,N29,N37
0.508082,N4,N12,N31,N33
0.508082,N3,N7,N24,N39
0.508082,N3,N4,M0P2,M2Q1
0.508082,N3,N19,N26,M2Q3
0.508082,N3,N10,N20,N28
0.508082,N2,N9,N27,N36
0.508082,N2,N27,N28,M1T2
0.508082,N0,N9,N11,N29
0.508082,N0,N6,N19,N22
0.508082,N0,N26,N33,N39
0.508082,N0,N11,N17,M1T3
0.508081,N4,N18,N33,N38
0.508081,N3,N11,N20,N40
0.508081,N1,N19,N36,N37
0.508081,N0,N1,M1T3,M2Q3
0.508080,N5,N14,N30,M2Q2
0.508080,N3,N8,N35,M1T3
0.508080,N3,N4,N18,N19
0.508080,N2,N6,N38,N39
0.508080,N2,N4,N9,M2Q1
0.508080,N2,N4,N12,M2Q1
0.508080,N0,N2,N6,N7
0.508080,N0,N23,N30,M0P2
0.508080,N0,N17,N27,M1T3
0.508080,N0,N16,M1T1,M2Q1
0.508080,N0,N12,N15,M2Q2
0.508079,N5,N24,N30,N31
0.508079,N3,N29,N38,M0P2
0.508079,N3,N20,N30,N34
0.508079,N3,N17,N39,M2Q2
0.508079,N3,N17,M1T1,M2Q2
0.508079,N2,N30,M1T2,M2Q3
0.508079,N2,N29,N33,M0P2
0.508079,N0,N7,N27,N31
0.508079,N0,N27,N31,M2Q1
0.508079,N0,N19,N20,N36
0.508079,N0,N16,N27,N36
0.508079,N0,N10,N20,M2Q1
0.508078,N5,N18,N22,N34
0.508078,N4,N12,N22,N31
0.508078,N3,N9,N10,N15
0.508078,N3,N20,N24,N29
0.508078,N2,N6,N30,N36
0.508078,N2,N26,M0P2,M2Q4
0.508078,N2,N21,N35,M1T2
0.508078,N2,N12,N13,M2Q4
0.508078,N1,N11,N28,M2Q3
0.508078,N0,N22,N31,N35
0.508078,N0,N10,N38,M1T1
0.508078,N0,N10,N19,M1T2
0.508077,N5,N6,N11,N36
0.508077,N4,N12,N36,N39
0.508077,N3,N9,N33,M0P2
0.508077,N3,N26,N34,N35
0.508077,N3,N12,N30,M2Q4
0.508077,N2,N4,M0P2,M1T2
0.508077,N2,N28,N29,M1T2
0.508077,N2,N26,N31,N40
0.508077,N2,N19,N32,N36
0.508077,N2,N16,N39,M2Q4
0.508077,N2,N15,M1T3,M2Q2
0.508077,N0,N18,N38,M1T2
0.508077,N0,N17,M0P1,M2Q4
0.508077,N0,N10,N24,M0P1
0.508076,N3,N5,N39,M1T3
0.508076,N3,N10,M2Q1,M2Q4
0.508076,N2,N17,N31,N39
0.508076,N2,N11,M1T2,M2Q4
0.508076,N1,N29,N39,N40
0.508076,N0,N9,N12,N29
0.508076,N0,N27,N29,N31
0.508075,N5,N19,N36,M2Q2
0.508075,N4,N6,N18,M2Q2
0.508075,N4,N24,M1T2,M2Q2
0.508075,N3,N20,N40,M0P1
0.508075,N3,N11,N13,M0P2
0.508075,N2,N19,N20,M1T2
0.508075,N2,N16,M0P2,M2Q3
0.508075,N2,N14,N34,M2Q3
0.508075,N2,N13,N16,N34
0.508075,N1,N22,N34,M1T3
0.508075,N0,N8,N29,M1T3
0.508075,N0,N7,N39,M2Q1
0.508075,N0,N6,N36,M1T2
0.508075,N0,N4,N6,N11
0.508075,N0,N3,N35,M2Q3
0.508075,N0,N2,N22,N40
0.508075,N0,N19,N24,N39
0.508075,N0,N16,N29,M1T1
0.508074,N3,N27,M0P2,M2Q2
0.508074,N2,N7,M1T1,M2Q4
0.508074,N0,N21,N24,M1T1
0.508073,N3,N7,N27,M1T2
0.508073,N3,N7,N19,M1T1
0.508073,N3,N4,N9,N37
0.508073,N2,N3,N11,N34
0.508073,N2,N17,N27,M1T3
0.508073,N0,N9,M0P2,M2Q3
0.508073,N0,N8,N19,M1T3
0.508073,N0,N7,N34,N39
0.508073,N0,N33,M0P2,M1T2
0.508073,N0,N21,N35,M1T3
0.508073,N0,N15,N16,M0P1
0.508073,N0,N11,M2Q3,M2Q4
0.508072,N5,N20,N34,M0P2
0.508072,N4,N6,N34,N35
